Gene stable ID	Protein stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENSG00000122884	ENSP00000307318	P4HA1	P13674
ENSG00000122884	ENSP00000362099	P4HA1	P13674
ENSG00000122884	ENSP00000378353	P4HA1	P13674
ENSG00000122884	ENSP00000414464	P4HA1	P13674
ENSG00000122884	ENSP00000263556	P4HA1	P13674
ENSG00000165457	ENSP00000298223	FOLR2	P14207
ENSG00000166825	ENSP00000300060	ANPEP	P15144
ENSG00000092820	ENSP00000338934	EZR	P15311
ENSG00000092820	ENSP00000356042	EZR	P15311
ENSG00000141968	ENSP00000472929	VAV1	P15498
ENSG00000141968	ENSP00000469450	VAV1	P15498
ENSG00000170266	ENSP00000306920	GLB1	P16278
ENSG00000170266	ENSP00000382333	GLB1	P16278
ENSG00000172216	ENSP00000305422	CEBPB	P17676
ENSG00000106991	ENSP00000362299	ENG	P17813
ENSG00000106991	ENSP00000341917	ENG	P17813
ENSG00000102755	ENSP00000282397	FLT1	P17948
ENSG00000102755	ENSP00000437631	FLT1	P17948
ENSG00000102755	ENSP00000484039	FLT1	P17948
ENSG00000102755	ENSP00000442630	FLT1	P17948
ENSG00000102755	ENSP00000437841	FLT1	P17948
ENSG00000145730	ENSP00000306100	PAM	P19021
ENSG00000145730	ENSP00000403461	PAM	P19021
ENSG00000145730	ENSP00000396493	PAM	P19021
ENSG00000145730	ENSP00000314638	PAM	P19021
ENSG00000145730	ENSP00000282992	PAM	P19021
ENSG00000081041	ENSP00000427279	CXCL2	P19875
ENSG00000171051	ENSP00000471493	FPR1	P21462
ENSG00000171051	ENSP00000302707	FPR1	P21462
ENSG00000167434	ENSP00000300900	CA4	P22748
ENSG00000167434	ENSP00000467465	CA4	P22748
ENSG00000196569	ENSP00000400365	LAMA2	P24043
ENSG00000173486	ENSP00000310935	FKBP2	P26885
ENSG00000173486	ENSP00000398147	FKBP2	P26885
ENSG00000138434	ENSP00000388731	ITPRID2	P28290
ENSG00000138434	ENSP00000314669	ITPRID2	P28290
ENSG00000137752	ENSP00000434250	CASP1	P29466
ENSG00000137752	ENSP00000433138	CASP1	P29466
ENSG00000137752	ENSP00000410076	CASP1	P29466
ENSG00000137752	ENSP00000344132	CASP1	P29466
ENSG00000137752	ENSP00000403260	CASP1	P29466
ENSG00000137752	ENSP00000434779	CASP1	P29466
ENSG00000137752	ENSP00000434303	CASP1	P29466
ENSG00000137752	ENSP00000436875	CASP1	P29466
ENSG00000117592	ENSP00000342026	PRDX6	P30041
ENSG00000158869	ENSP00000289902	FCER1G	P30273
ENSG00000102879	ENSP00000219150	CORO1A	P31146
ENSG00000102879	ENSP00000455552	CORO1A	P31146
ENSG00000131389	ENSP00000482560	SLC6A6	P31641
ENSG00000131389	ENSP00000480890	SLC6A6	P31641
ENSG00000204084	ENSP00000362118	INPP5B	P32019
ENSG00000204084	ENSP00000362117	INPP5B	P32019
ENSG00000204084	ENSP00000362115	INPP5B	P32019
ENSG00000204084	ENSP00000362114	INPP5B	P32019
ENSG00000163823	ENSP00000296140	CCR1	P32246
ENSG00000133026	ENSP00000369315	MYH10	P35580
ENSG00000133026	ENSP00000269243	MYH10	P35580
ENSG00000133026	ENSP00000353590	MYH10	P35580
ENSG00000100234	ENSP00000266085	TIMP3	P35625
ENSG00000173221	ENSP00000422708	GLRX	P35754
ENSG00000173221	ENSP00000237858	GLRX	P35754
ENSG00000173221	ENSP00000369314	GLRX	P35754
ENSG00000173221	ENSP00000427353	GLRX	P35754
ENSG00000173221	ENSP00000424636	GLRX	P35754
ENSG00000163513	ENSP00000295754	TGFBR2	P37173
ENSG00000163513	ENSP00000351905	TGFBR2	P37173
ENSG00000084754	ENSP00000370023	HADHA	P40939
ENSG00000084754	ENSP00000496185	HADHA	P40939
ENSG00000174697	ENSP00000312652	LEP	P41159
ENSG00000113916	ENSP00000384371	BCL6	P41182
ENSG00000113916	ENSP00000232014	BCL6	P41182
ENSG00000113916	ENSP00000413122	BCL6	P41182
ENSG00000113916	ENSP00000479784	BCL6	P41182
ENSG00000169410	ENSP00000482732	PTPN9	P43378
ENSG00000130821	ENSP00000253122	SLC6A8	P48029
ENSG00000130821	ENSP00000403041	SLC6A8	P48029
ENSG00000169756	ENSP00000331775	LIMS1	P48059
ENSG00000169756	ENSP00000376987	LIMS1	P48059
ENSG00000169756	ENSP00000386926	LIMS1	P48059
ENSG00000169756	ENSP00000387264	LIMS1	P48059
ENSG00000169756	ENSP00000337598	LIMS1	P48059
ENSG00000169756	ENSP00000437912	LIMS1	P48059
ENSG00000105143	ENSP00000221742	SLC1A6	P48664
ENSG00000105143	ENSP00000471781	SLC1A6	P48664
ENSG00000105143	ENSP00000446175	SLC1A6	P48664
ENSG00000255398	ENSP00000436714	HCAR3	P49019
ENSG00000150540	ENSP00000386940	HNMT	P50135
ENSG00000150540	ENSP00000333259	HNMT	P50135
ENSG00000150540	ENSP00000280097	HNMT	P50135
ENSG00000150540	ENSP00000280096	HNMT	P50135
ENSG00000150540	ENSP00000419415	HNMT	P50135
ENSG00000079805	ENSP00000468734	DNM2	P50570
ENSG00000079805	ENSP00000347890	DNM2	P50570
ENSG00000079805	ENSP00000373905	DNM2	P50570
ENSG00000079805	ENSP00000352721	DNM2	P50570
ENSG00000079805	ENSP00000386192	DNM2	P50570
ENSG00000102010	ENSP00000350224	BMX	P51813
ENSG00000102010	ENSP00000308774	BMX	P51813
ENSG00000102010	ENSP00000340082	BMX	P51813
ENSG00000142657	ENSP00000270776	PGD	P52209
ENSG00000106605	ENSP00000265523	BLVRA	P53004
ENSG00000106605	ENSP00000385757	BLVRA	P53004
ENSG00000109861	ENSP00000227266	CTSC	P53634
ENSG00000109861	ENSP00000432541	CTSC	P53634
ENSG00000109861	ENSP00000433539	CTSC	P53634
ENSG00000159200	ENSP00000320768	RCAN1	P53805
ENSG00000159200	ENSP00000477646	RCAN1	P53805
ENSG00000159200	ENSP00000392438	RCAN1	P53805
ENSG00000159200	ENSP00000419624	RCAN1	P53805
ENSG00000159200	ENSP00000370524	RCAN1	P53805
ENSG00000159200	ENSP00000419252	RCAN1	P53805
ENSG00000159200	ENSP00000382214	RCAN1	P53805
ENSG00000176485	ENSP00000389124	PLAAT3	P53816
ENSG00000176485	ENSP00000320337	PLAAT3	P53816
ENSG00000123338	ENSP00000293373	NCKAP1L	P55160
ENSG00000123338	ENSP00000445596	NCKAP1L	P55160
ENSG00000277641	ENSP00000480990	WNT3	P56703
ENSG00000277626	ENSP00000478327	WNT3	P56703
ENSG00000108379	ENSP00000225512	WNT3	P56703
ENSG00000184697	ENSP00000328674	CLDN6	P56747
ENSG00000184697	ENSP00000380131	CLDN6	P56747
ENSG00000111669	ENSP00000229270	TPI1	P60174
ENSG00000111669	ENSP00000484435	TPI1	P60174
ENSG00000111669	ENSP00000379933	TPI1	P60174
ENSG00000111669	ENSP00000475620	TPI1	P60174
ENSG00000111669	ENSP00000443599	TPI1	P60174
ENSG00000101955	ENSP00000367794	SRPX	P78539
ENSG00000101955	ENSP00000411165	SRPX	P78539
ENSG00000101955	ENSP00000440758	SRPX	P78539
ENSG00000101955	ENSP00000445034	SRPX	P78539
ENSG00000169495	ENSP00000305919	HTRA4	P83105
ENSG00000090776	ENSP00000204961	EFNB1	P98172
ENSG00000130830	ENSP00000358547	MPP1	Q00013
ENSG00000130830	ENSP00000400155	MPP1	Q00013
ENSG00000130830	ENSP00000377165	MPP1	Q00013
ENSG00000136546	ENSP00000496114	SCN7A	Q01118
ENSG00000136546	ENSP00000403846	SCN7A	Q01118
ENSG00000136546	ENSP00000478562	SCN7A	Q01118
ENSG00000136546	ENSP00000481734	SCN7A	Q01118
ENSG00000122126	ENSP00000360154	OCRL	Q01968
ENSG00000122126	ENSP00000349635	OCRL	Q01968
ENSG00000197273	ENSP00000349493	GUCA2A	Q02747
ENSG00000273859	ENSP00000479652	RASSF7	Q02833
ENSG00000099849	ENSP00000403068	RASSF7	Q02833
ENSG00000099849	ENSP00000380712	RASSF7	Q02833
ENSG00000099849	ENSP00000380713	RASSF7	Q02833
ENSG00000099849	ENSP00000405606	RASSF7	Q02833
ENSG00000092445	ENSP00000263798	TYRO3	Q06418
ENSG00000170545	ENSP00000475068	SMAGP	Q0VAQ4
ENSG00000170545	ENSP00000381471	SMAGP	Q0VAQ4
ENSG00000170545	ENSP00000474892	SMAGP	Q0VAQ4
ENSG00000115380	ENSP00000378058	EFEMP1	Q12805
ENSG00000115380	ENSP00000347596	EFEMP1	Q12805
ENSG00000117090	ENSP00000306190	SLAMF1	Q13291
ENSG00000117090	ENSP00000438406	SLAMF1	Q13291
ENSG00000197614	ENSP00000352455	MFAP5	Q13361
ENSG00000197614	ENSP00000379798	MFAP5	Q13361
ENSG00000197614	ENSP00000440496	MFAP5	Q13361
ENSG00000137474	ENSP00000386331	MYO7A	Q13402
ENSG00000137474	ENSP00000392185	MYO7A	Q13402
ENSG00000137474	ENSP00000386635	MYO7A	Q13402
ENSG00000101096	ENSP00000360619	NFATC2	Q13469
ENSG00000101096	ENSP00000379330	NFATC2	Q13469
ENSG00000101096	ENSP00000477370	NFATC2	Q13469
ENSG00000101096	ENSP00000477142	NFATC2	Q13469
ENSG00000101096	ENSP00000396471	NFATC2	Q13469
ENSG00000101096	ENSP00000477342	NFATC2	Q13469
ENSG00000149091	ENSP00000343065	DGKZ	Q13574
ENSG00000149091	ENSP00000436273	DGKZ	Q13574
ENSG00000149091	ENSP00000436291	DGKZ	Q13574
ENSG00000149091	ENSP00000395684	DGKZ	Q13574
ENSG00000149091	ENSP00000391021	DGKZ	Q13574
ENSG00000149091	ENSP00000320340	DGKZ	Q13574
ENSG00000149091	ENSP00000412178	DGKZ	Q13574
ENSG00000283085	ENSP00000489143	TPBG	Q13641
ENSG00000283085	ENSP00000489447	TPBG	Q13641
ENSG00000283085	ENSP00000489140	TPBG	Q13641
ENSG00000146242	ENSP00000358765	TPBG	Q13641
ENSG00000146242	ENSP00000440049	TPBG	Q13641
ENSG00000146242	ENSP00000441219	TPBG	Q13641
ENSG00000136960	ENSP00000259486	ENPP2	Q13822
ENSG00000136960	ENSP00000428291	ENPP2	Q13822
ENSG00000136960	ENSP00000075322	ENPP2	Q13822
ENSG00000172164	ENSP00000378965	SNTB1	Q13884
ENSG00000172164	ENSP00000431124	SNTB1	Q13884
ENSG00000167656	ENSP00000301263	LY6D	Q14210
ENSG00000105246	ENSP00000221847	EBI3	Q14213
ENSG00000117308	ENSP00000483375	GALE	Q14376
ENSG00000117308	ENSP00000363621	GALE	Q14376
ENSG00000076003	ENSP00000264156	MCM6	Q14566
ENSG00000131149	ENSP00000384839	GSE1	Q14687
ENSG00000131149	ENSP00000253458	GSE1	Q14687
ENSG00000131149	ENSP00000376934	GSE1	Q14687
ENSG00000005882	ENSP00000007708	PDK2	Q15119
ENSG00000005882	ENSP00000420927	PDK2	Q15119
ENSG00000005882	ENSP00000481915	PDK2	Q15119
ENSG00000125733	ENSP00000320493	TRIP10	Q15642
ENSG00000125733	ENSP00000320117	TRIP10	Q15642
ENSG00000150672	ENSP00000280241	DLG2	Q15700
ENSG00000150672	ENSP00000381355	DLG2	Q15700
ENSG00000150672	ENSP00000365272	DLG2	Q15700
ENSG00000150672	ENSP00000393049	DLG2	Q15700
ENSG00000150672	ENSP00000402275	DLG2	Q15700
ENSG00000175315	ENSP00000311313	CST6	Q15828
ENSG00000148053	ENSP00000352906	NTRK2	Q16620
ENSG00000148053	ENSP00000379221	NTRK2	Q16620
ENSG00000148053	ENSP00000365381	NTRK2	Q16620
ENSG00000148053	ENSP00000365386	NTRK2	Q16620
ENSG00000148053	ENSP00000277120	NTRK2	Q16620
ENSG00000148053	ENSP00000314586	NTRK2	Q16620
ENSG00000148053	ENSP00000306167	NTRK2	Q16620
ENSG00000106089	ENSP00000378585	STX1A	Q16623
ENSG00000106089	ENSP00000222812	STX1A	Q16623
ENSG00000115828	ENSP00000344829	QPCT	Q16769
ENSG00000162733	ENSP00000400309	DDR2	Q16832
ENSG00000162733	ENSP00000356898	DDR2	Q16832
ENSG00000162733	ENSP00000356899	DDR2	Q16832
ENSG00000170500	ENSP00000377086	LONRF2	Q1L5Z9
ENSG00000170500	ENSP00000386823	LONRF2	Q1L5Z9
ENSG00000189375	ENSP00000385821	TBC1D28	Q2M2D7
ENSG00000189375	ENSP00000339973	TBC1D28	Q2M2D7
ENSG00000034533	ENSP00000264992	ASTE1	Q2TB18
ENSG00000034533	ENSP00000421019	ASTE1	Q2TB18
ENSG00000141098	ENSP00000268797	GFOD2	Q3B7J2
ENSG00000141098	ENSP00000478260	GFOD2	Q3B7J2
ENSG00000141098	ENSP00000473641	GFOD2	Q3B7J2
ENSG00000167470	ENSP00000300952	MIDN	Q504T8
ENSG00000167470	ENSP00000467679	MIDN	Q504T8
ENSG00000085185	ENSP00000218147	BCORL1	Q5H9F3
ENSG00000085185	ENSP00000437775	BCORL1	Q5H9F3
ENSG00000165359	ENSP00000359788	INTS6L	Q5JSJ4
ENSG00000188938	ENSP00000364561	FAM120AOS	Q5T036
ENSG00000213213	ENSP00000338013	CCDC183	Q5T5S1
ENSG00000116729	ENSP00000346829	WLS	Q5T9L3
ENSG00000116729	ENSP00000262348	WLS	Q5T9L3
ENSG00000116729	ENSP00000360015	WLS	Q5T9L3
ENSG00000107957	ENSP00000358789	SH3PXD2A	Q5TCZ1
ENSG00000107957	ENSP00000348215	SH3PXD2A	Q5TCZ1
ENSG00000136848	ENSP00000386183	DAB2IP	Q5VWQ8
ENSG00000136848	ENSP00000310827	DAB2IP	Q5VWQ8
ENSG00000136848	ENSP00000259371	DAB2IP	Q5VWQ8
ENSG00000131620	ENSP00000347454	ANO1	Q5XXA6
ENSG00000131620	ENSP00000319477	ANO1	Q5XXA6
ENSG00000131620	ENSP00000435797	ANO1	Q5XXA6
ENSG00000115107	ENSP00000376822	STEAP3	Q658P3
ENSG00000115107	ENSP00000376818	STEAP3	Q658P3
ENSG00000115107	ENSP00000376819	STEAP3	Q658P3
ENSG00000091490	ENSP00000382767	SEL1L3	Q68CR1
ENSG00000091490	ENSP00000264868	SEL1L3	Q68CR1
ENSG00000091490	ENSP00000425438	SEL1L3	Q68CR1
ENSG00000144711	ENSP00000273221	IQSEC1	Q6DN90
ENSG00000144711	ENSP00000480301	IQSEC1	Q6DN90
ENSG00000149256	ENSP00000278550	TENM4	Q6N022
ENSG00000147231	ENSP00000361628	RADX	Q6NSI4
ENSG00000147231	ENSP00000432238	RADX	Q6NSI4
ENSG00000147231	ENSP00000361623	RADX	Q6NSI4
ENSG00000005486	ENSP00000006777	RHBDD2	Q6NTF9
ENSG00000005486	ENSP00000391232	RHBDD2	Q6NTF9
ENSG00000005486	ENSP00000314144	RHBDD2	Q6NTF9
ENSG00000130822	ENSP00000359169	PNCK	Q6P2M8
ENSG00000130822	ENSP00000340586	PNCK	Q6P2M8
ENSG00000130822	ENSP00000359161	PNCK	Q6P2M8
ENSG00000130822	ENSP00000359164	PNCK	Q6P2M8
ENSG00000130822	ENSP00000405950	PNCK	Q6P2M8
ENSG00000163154	ENSP00000357906	TNFAIP8L2	Q6P589
ENSG00000103023	ENSP00000455024	PRSS54	Q6PEW0
ENSG00000103023	ENSP00000219301	PRSS54	Q6PEW0
ENSG00000197683	ENSP00000353742	KRTAP26-1	Q6PEX3
ENSG00000169994	ENSP00000415090	MYO7B	Q6PIF6
ENSG00000169994	ENSP00000386461	MYO7B	Q6PIF6
ENSG00000152439	ENSP00000469416	ZNF773	Q6PK81
ENSG00000152439	ENSP00000282292	ZNF773	Q6PK81
ENSG00000165810	ENSP00000366037	BTNL9	Q6UXG8
ENSG00000165810	ENSP00000330200	BTNL9	Q6UXG8
ENSG00000165810	ENSP00000425424	BTNL9	Q6UXG8
ENSG00000178795	ENSP00000365390	GDPD4	Q6W3E5
ENSG00000178795	ENSP00000320815	GDPD4	Q6W3E5
ENSG00000203995	ENSP00000360587	ZYG11A	Q6WRX3
ENSG00000203995	ENSP00000360583	ZYG11A	Q6WRX3
ENSG00000203995	ENSP00000482761	ZYG11A	Q6WRX3
ENSG00000198346	ENSP00000379684	ZNF813	Q6ZN06
ENSG00000169435	ENSP00000303877	RASSF6	Q6ZTQ3
ENSG00000169435	ENSP00000340578	RASSF6	Q6ZTQ3
ENSG00000169435	ENSP00000379123	RASSF6	Q6ZTQ3
ENSG00000169435	ENSP00000335582	RASSF6	Q6ZTQ3
ENSG00000105137	ENSP00000341489	SYDE1	Q6ZW31
ENSG00000105137	ENSP00000470733	SYDE1	Q6ZW31
ENSG00000123066	ENSP00000281928	MED13L	Q71F56
ENSG00000143195	ENSP00000271417	ILDR2	Q71H61
ENSG00000204323	ENSP00000364363	SMIM5	Q71RC9
ENSG00000204323	ENSP00000477017	SMIM5	Q71RC9
ENSG00000146094	ENSP00000325174	DOK3	Q7L591
ENSG00000146094	ENSP00000366316	DOK3	Q7L591
ENSG00000146094	ENSP00000349727	DOK3	Q7L591
ENSG00000243156	ENSP00000416015	MICAL3	Q7RTP6
ENSG00000243156	ENSP00000383406	MICAL3	Q7RTP6
ENSG00000243156	ENSP00000391827	MICAL3	Q7RTP6
ENSG00000243156	ENSP00000372574	MICAL3	Q7RTP6
ENSG00000243156	ENSP00000462033	MICAL3	Q7RTP6
ENSG00000134627	ENSP00000444575	PIWIL4	Q7Z3Z4
ENSG00000134627	ENSP00000413838	PIWIL4	Q7Z3Z4
ENSG00000134627	ENSP00000299001	PIWIL4	Q7Z3Z4
ENSG00000185475	ENSP00000333697	TMEM179B	Q7Z7N9
ENSG00000147689	ENSP00000428876	FAM83A	Q86UY5
ENSG00000147689	ENSP00000427979	FAM83A	Q86UY5
ENSG00000147689	ENSP00000276699	FAM83A	Q86UY5
ENSG00000147689	ENSP00000445218	FAM83A	Q86UY5
ENSG00000288243	ENSP00000500793	STING1	Q86WV6
ENSG00000288243	ENSP00000500823	STING1	Q86WV6
ENSG00000288243	ENSP00000500685	STING1	Q86WV6
ENSG00000184584	ENSP00000331288	STING1	Q86WV6
ENSG00000184584	ENSP00000498596	STING1	Q86WV6
ENSG00000184584	ENSP00000499166	STING1	Q86WV6
ENSG00000277494	ENSP00000480053	GPIHBP1	Q8IV16
ENSG00000181804	ENSP00000320246	SLC9A9	Q8IVB4
ENSG00000164764	ENSP00000297354	SBSPON	Q8IVN8
ENSG00000213995	ENSP00000413191	NAXD	Q8IW45
ENSG00000213995	ENSP00000311984	NAXD	Q8IW45
ENSG00000164970	ENSP00000297620	FAM219A	Q8IW50
ENSG00000164970	ENSP00000499069	FAM219A	Q8IW50
ENSG00000164970	ENSP00000392452	FAM219A	Q8IW50
ENSG00000064687	ENSP00000263094	ABCA7	Q8IZY2
ENSG00000198853	ENSP00000355177	RUSC2	Q8N2Y8
ENSG00000198853	ENSP00000393922	RUSC2	Q8N2Y8
ENSG00000146376	ENSP00000357131	ARHGAP18	Q8N392
ENSG00000181234	ENSP00000410852	TMEM132C	Q8N3T6
ENSG00000273944	ENSP00000480095	RDH13	Q8NBN7
ENSG00000275474	ENSP00000482782	RDH13	Q8NBN7
ENSG00000274504	ENSP00000482809	RDH13	Q8NBN7
ENSG00000276341	ENSP00000479552	RDH13	Q8NBN7
ENSG00000276826	ENSP00000477884	RDH13	Q8NBN7
ENSG00000278284	ENSP00000484246	RDH13	Q8NBN7
ENSG00000278149	ENSP00000482051	RDH13	Q8NBN7
ENSG00000276684	ENSP00000477512	RDH13	Q8NBN7
ENSG00000276684	ENSP00000484637	RDH13	Q8NBN7
ENSG00000274418	ENSP00000484111	RDH13	Q8NBN7
ENSG00000160439	ENSP00000391121	RDH13	Q8NBN7
ENSG00000160439	ENSP00000379547	RDH13	Q8NBN7
ENSG00000160439	ENSP00000477732	RDH13	Q8NBN7
ENSG00000181191	ENSP00000363711	PJA1	Q8NG27
ENSG00000181191	ENSP00000363712	PJA1	Q8NG27
ENSG00000181191	ENSP00000355014	PJA1	Q8NG27
ENSG00000181191	ENSP00000363699	PJA1	Q8NG27
ENSG00000114670	ENSP00000423458	NEK11	Q8NG66
ENSG00000114670	ENSP00000425114	NEK11	Q8NG66
ENSG00000114670	ENSP00000372857	NEK11	Q8NG66
ENSG00000114670	ENSP00000426662	NEK11	Q8NG66
ENSG00000114670	ENSP00000421851	NEK11	Q8NG66
ENSG00000114670	ENSP00000349389	NEK11	Q8NG66
ENSG00000167080	ENSP00000425510	B4GALNT2	Q8NHY0
ENSG00000167080	ENSP00000377022	B4GALNT2	Q8NHY0
ENSG00000167080	ENSP00000300404	B4GALNT2	Q8NHY0
ENSG00000235162	ENSP00000448536	C12orf75	Q8TAD7
